x(m),y(m),thickness(m)
0.0983333333333333,-0.290322580645161,0.000466526643502539
0.095,-0.290322580645161,0.00138124892653637
0.0916666666666667,-0.290322580645161,0.00226037955450568
0.0883333333333333,-0.290322580645161,0.00310585245115554
0.085,-0.290322580645161,0.00391918439349356
0.0816666666666667,-0.290322580645161,0.00470146719428236
0.0783333333333333,-0.290322580645161,0.00545335842917703
0.075,-0.290322580645161,0.00617507036283094
0.0716666666666667,-0.290322580645161,0.00686635662680443
0.0683333333333333,-0.290322580645161,0.00752649606458379
0.065,-0.290322580645161,0.0081542729702174
0.0616666666666667,-0.290322580645161,0.00874795268417941
0.0583333333333333,-0.290322580645161,0.00930525113826439
0.055,-0.290322580645161,0.00982329640640746
0.0516666666666667,-0.290322580645161,0.010298579534068
0.0473867884183087,-0.290322580645161,0.0108295427469835
0.0421889961478647,-0.290322580645161,0.0113647597203637
0.0370767828701823,-0.290322580645161,0.0117401739382857
0.0321061590637313,-0.290322580645161,0.0119328403450694
0.027331583923105,-0.290322580645161,0.011923775767721
0.0228053686926882,-0.290322580645161,0.011699427700452
0.0185771035337167,-0.290322580645161,0.0112528357316346
0.0146931142040937,-0.290322580645161,0.010584277370567
0.0111959545036915,-0.290322580645161,0.00970124652178486
0.00812394004601535,-0.290322580645161,0.00861769829585417
0.00551072846432401,-0.290322580645161,0.00735259583575053
0.00338495065155614,-0.290322580645161,0.00592789777014731
0.00176989707427602,-0.290322580645161,0.00436621247788561
0.000683262597448023,-0.290322580645161,0.00268840324063552
0.000136952615793165,-0.290322580645161,0.00091144662310038
0.0983333333333333,-0.270967741935484,0.000466526643502539
0.095,-0.270967741935484,0.00138124892653637
0.0916666666666667,-0.270967741935484,0.00226037955450568
0.0883333333333333,-0.270967741935484,0.00310585245115554
0.085,-0.270967741935484,0.00391918439349356
0.0816666666666667,-0.270967741935484,0.00470146719428236
0.0783333333333333,-0.270967741935484,0.00545335842917703
0.075,-0.270967741935484,0.00617507036283094
0.0716666666666667,-0.270967741935484,0.00686635662680443
0.0683333333333333,-0.270967741935484,0.00752649606458379
0.065,-0.270967741935484,0.0081542729702174
0.0616666666666667,-0.270967741935484,0.00874795268417941
0.0583333333333333,-0.270967741935484,0.00930525113826439
0.055,-0.270967741935484,0.00982329640640746
0.0516666666666667,-0.270967741935484,0.010298579534068
0.0473867884183087,-0.270967741935484,0.0108295427469835
0.0421889961478647,-0.270967741935484,0.0113647597203637
0.0370767828701823,-0.270967741935484,0.0117401739382857
0.0321061590637313,-0.270967741935484,0.0119328403450694
0.027331583923105,-0.270967741935484,0.011923775767721
0.0228053686926882,-0.270967741935484,0.011699427700452
0.0185771035337167,-0.270967741935484,0.0112528357316346
0.0146931142040937,-0.270967741935484,0.010584277370567
0.0111959545036915,-0.270967741935484,0.00970124652178486
0.00812394004601535,-0.270967741935484,0.00861769829585417
0.00551072846432401,-0.270967741935484,0.00735259583575053
0.00338495065155614,-0.270967741935484,0.00592789777014731
0.00176989707427602,-0.270967741935484,0.00436621247788561
0.000683262597448023,-0.270967741935484,0.00268840324063552
0.000136952615793165,-0.270967741935484,0.00091144662310038
0.0983333333333333,-0.251612903225806,0.000466526643502539
0.095,-0.251612903225806,0.00138124892653637
0.0916666666666667,-0.251612903225806,0.00226037955450568
0.0883333333333333,-0.251612903225806,0.00310585245115554
0.085,-0.251612903225806,0.00391918439349356
0.0816666666666667,-0.251612903225806,0.00470146719428236
0.0783333333333333,-0.251612903225806,0.00545335842917703
0.075,-0.251612903225806,0.00617507036283094
0.0716666666666667,-0.251612903225806,0.00686635662680443
0.0683333333333333,-0.251612903225806,0.00752649606458379
0.065,-0.251612903225806,0.0081542729702174
0.0616666666666667,-0.251612903225806,0.00874795268417941
0.0583333333333333,-0.251612903225806,0.00930525113826439
0.055,-0.251612903225806,0.00982329640640746
0.0516666666666667,-0.251612903225806,0.010298579534068
0.0473867884183087,-0.251612903225806,0.0108295427469835
0.0421889961478647,-0.251612903225806,0.0113647597203637
0.0370767828701823,-0.251612903225806,0.0117401739382857
0.0321061590637313,-0.251612903225806,0.0119328403450694
0.027331583923105,-0.251612903225806,0.011923775767721
0.0228053686926882,-0.251612903225806,0.011699427700452
0.0185771035337167,-0.251612903225806,0.0112528357316346
0.0146931142040937,-0.251612903225806,0.010584277370567
0.0111959545036915,-0.251612903225806,0.00970124652178486
0.00812394004601535,-0.251612903225806,0.00861769829585417
0.00551072846432401,-0.251612903225806,0.00735259583575053
0.00338495065155614,-0.251612903225806,0.00592789777014731
0.00176989707427602,-0.251612903225806,0.00436621247788561
0.000683262597448023,-0.251612903225806,0.00268840324063552
0.000136952615793165,-0.251612903225806,0.00091144662310038
0.0983333333333333,-0.232258064516129,0.000466526643502539
0.095,-0.232258064516129,0.00138124892653637
0.0916666666666667,-0.232258064516129,0.00226037955450568
0.0883333333333333,-0.232258064516129,0.00310585245115554
0.085,-0.232258064516129,0.00391918439349356
0.0816666666666667,-0.232258064516129,0.00470146719428236
0.0783333333333333,-0.232258064516129,0.00545335842917703
0.075,-0.232258064516129,0.00617507036283094
0.0716666666666667,-0.232258064516129,0.00686635662680443
0.0683333333333333,-0.232258064516129,0.00752649606458379
0.065,-0.232258064516129,0.0081542729702174
0.0616666666666667,-0.232258064516129,0.00874795268417941
0.0583333333333333,-0.232258064516129,0.00930525113826439
0.055,-0.232258064516129,0.00982329640640746
0.0516666666666667,-0.232258064516129,0.010298579534068
0.0473867884183087,-0.232258064516129,0.0108295427469835
0.0421889961478647,-0.232258064516129,0.0113647597203637
0.0370767828701823,-0.232258064516129,0.0117401739382857
0.0321061590637313,-0.232258064516129,0.0119328403450694
0.027331583923105,-0.232258064516129,0.011923775767721
0.0228053686926882,-0.232258064516129,0.011699427700452
0.0185771035337167,-0.232258064516129,0.0112528357316346
0.0146931142040937,-0.232258064516129,0.010584277370567
0.0111959545036915,-0.232258064516129,0.00970124652178486
0.00812394004601535,-0.232258064516129,0.00861769829585417
0.00551072846432401,-0.232258064516129,0.00735259583575053
0.00338495065155614,-0.232258064516129,0.00592789777014731
0.00176989707427602,-0.232258064516129,0.00436621247788561
0.000683262597448023,-0.232258064516129,0.00268840324063552
0.000136952615793165,-0.232258064516129,0.00091144662310038
0.0983333333333333,-0.212903225806452,0.000466526643502539
0.095,-0.212903225806452,0.00138124892653637
0.0916666666666667,-0.212903225806452,0.00226037955450568
0.0883333333333333,-0.212903225806452,0.00310585245115554
0.085,-0.212903225806452,0.00391918439349356
0.0816666666666667,-0.212903225806452,0.00470146719428236
0.0783333333333333,-0.212903225806452,0.00545335842917703
0.075,-0.212903225806452,0.00617507036283094
0.0716666666666667,-0.212903225806452,0.00686635662680443
0.0683333333333333,-0.212903225806452,0.00752649606458379
0.065,-0.212903225806452,0.0081542729702174
0.0616666666666667,-0.212903225806452,0.00874795268417941
0.0583333333333333,-0.212903225806452,0.00930525113826439
0.055,-0.212903225806452,0.00982329640640746
0.0516666666666667,-0.212903225806452,0.010298579534068
0.0473867884183087,-0.212903225806452,0.0108295427469835
0.0421889961478647,-0.212903225806452,0.0113647597203637
0.0370767828701823,-0.212903225806452,0.0117401739382857
0.0321061590637313,-0.212903225806452,0.0119328403450694
0.027331583923105,-0.212903225806452,0.011923775767721
0.0228053686926882,-0.212903225806452,0.011699427700452
0.0185771035337167,-0.212903225806452,0.0112528357316346
0.0146931142040937,-0.212903225806452,0.010584277370567
0.0111959545036915,-0.212903225806452,0.00970124652178486
0.00812394004601535,-0.212903225806452,0.00861769829585417
0.00551072846432401,-0.212903225806452,0.00735259583575053
0.00338495065155614,-0.212903225806452,0.00592789777014731
0.00176989707427602,-0.212903225806452,0.00436621247788561
0.000683262597448023,-0.212903225806452,0.00268840324063552
0.000136952615793165,-0.212903225806452,0.00091144662310038
0.0983333333333333,-0.193548387096774,0.000466526643502539
0.095,-0.193548387096774,0.00138124892653637
0.0916666666666667,-0.193548387096774,0.00226037955450568
0.0883333333333333,-0.193548387096774,0.00310585245115554
0.085,-0.193548387096774,0.00391918439349356
0.0816666666666667,-0.193548387096774,0.00470146719428236
0.0783333333333333,-0.193548387096774,0.00545335842917703
0.075,-0.193548387096774,0.00617507036283094
0.0716666666666667,-0.193548387096774,0.00686635662680443
