x(m),y(m),pressure(Pa)
0.0983333333333333,-0.290322580645161,0.028171991032604
0.095,-0.290322580645161,0.028171991032604
0.0916666666666667,-0.290322580645161,0.028171991032604
0.0883333333333333,-0.290322580645161,0.028171991032604
0.085,-0.290322580645161,0.028171991032604
0.0816666666666667,-0.290322580645161,0.028171991032604
0.0783333333333333,-0.290322580645161,0.028171991032604
0.075,-0.290322580645161,0.028171991032604
0.0716666666666667,-0.290322580645161,0.028171991032604
0.0683333333333333,-0.290322580645161,0.028171991032604
0.065,-0.290322580645161,0.028171991032604
0.0616666666666667,-0.290322580645161,0.028171991032604
0.0583333333333333,-0.290322580645161,0.028171991032604
0.055,-0.290322580645161,0.028171991032604
0.0516666666666667,-0.290322580645161,0.028171991032604
0.0473867884183087,-0.290322580645161,0.028171991032604
0.0421889961478647,-0.290322580645161,0.028171991032604
0.0370767828701823,-0.290322580645161,0.028171991032604
0.0321061590637313,-0.290322580645161,0.028171991032604
0.027331583923105,-0.290322580645161,0.028171991032604
0.0228053686926882,-0.290322580645161,0.028171991032604
0.0185771035337167,-0.290322580645161,0.028171991032604
0.0146931142040937,-0.290322580645161,0.028171991032604
0.0111959545036915,-0.290322580645161,0.028171991032604
0.00812394004601535,-0.290322580645161,0.028171991032604
0.00551072846432401,-0.290322580645161,0.028171991032604
0.00338495065155614,-0.290322580645161,0.028171991032604
0.00176989707427602,-0.290322580645161,0.028171991032604
0.000683262597448023,-0.290322580645161,0.028171991032604
0.000136952615793165,-0.290322580645161,0.028171991032604
0.0983333333333333,-0.270967741935484,0.028171991032604
0.095,-0.270967741935484,0.028171991032604
0.0916666666666667,-0.270967741935484,0.028171991032604
0.0883333333333333,-0.270967741935484,0.028171991032604
0.085,-0.270967741935484,0.028171991032604
0.0816666666666667,-0.270967741935484,0.028171991032604
0.0783333333333333,-0.270967741935484,0.028171991032604
0.075,-0.270967741935484,0.028171991032604
0.0716666666666667,-0.270967741935484,0.028171991032604
0.0683333333333333,-0.270967741935484,0.028171991032604
0.065,-0.270967741935484,0.028171991032604
0.0616666666666667,-0.270967741935484,0.028171991032604
0.0583333333333333,-0.270967741935484,0.028171991032604
0.055,-0.270967741935484,0.028171991032604
0.0516666666666667,-0.270967741935484,0.028171991032604
0.0473867884183087,-0.270967741935484,0.028171991032604
0.0421889961478647,-0.270967741935484,0.028171991032604
0.0370767828701823,-0.270967741935484,0.028171991032604
0.0321061590637313,-0.270967741935484,0.028171991032604
0.027331583923105,-0.270967741935484,0.028171991032604
0.0228053686926882,-0.270967741935484,0.028171991032604
0.0185771035337167,-0.270967741935484,0.028171991032604
0.0146931142040937,-0.270967741935484,0.028171991032604
0.0111959545036915,-0.270967741935484,0.028171991032604
0.00812394004601535,-0.270967741935484,0.028171991032604
0.00551072846432401,-0.270967741935484,0.028171991032604
0.00338495065155614,-0.270967741935484,0.028171991032604
0.00176989707427602,-0.270967741935484,0.028171991032604
0.000683262597448023,-0.270967741935484,0.028171991032604
0.000136952615793165,-0.270967741935484,0.028171991032604
0.0983333333333333,-0.251612903225806,0.028171991032604
0.095,-0.251612903225806,0.028171991032604
0.0916666666666667,-0.251612903225806,0.028171991032604
0.0883333333333333,-0.251612903225806,0.028171991032604
0.085,-0.251612903225806,0.028171991032604
0.0816666666666667,-0.251612903225806,0.028171991032604
0.0783333333333333,-0.251612903225806,0.028171991032604
0.075,-0.251612903225806,0.028171991032604
0.0716666666666667,-0.251612903225806,0.028171991032604
0.0683333333333333,-0.251612903225806,0.028171991032604
0.065,-0.251612903225806,0.028171991032604
0.0616666666666667,-0.251612903225806,0.028171991032604
0.0583333333333333,-0.251612903225806,0.028171991032604
0.055,-0.251612903225806,0.028171991032604
0.0516666666666667,-0.251612903225806,0.028171991032604
0.0473867884183087,-0.251612903225806,0.028171991032604
0.0421889961478647,-0.251612903225806,0.028171991032604
0.0370767828701823,-0.251612903225806,0.028171991032604
0.0321061590637313,-0.251612903225806,0.028171991032604
0.027331583923105,-0.251612903225806,0.028171991032604
0.0228053686926882,-0.251612903225806,0.028171991032604
0.0185771035337167,-0.251612903225806,0.028171991032604
0.0146931142040937,-0.251612903225806,0.028171991032604
0.0111959545036915,-0.251612903225806,0.028171991032604
0.00812394004601535,-0.251612903225806,0.028171991032604
0.00551072846432401,-0.251612903225806,0.028171991032604
0.00338495065155614,-0.251612903225806,0.028171991032604
0.00176989707427602,-0.251612903225806,0.028171991032604
0.000683262597448023,-0.251612903225806,0.028171991032604
0.000136952615793165,-0.251612903225806,0.028171991032604
0.0983333333333333,-0.232258064516129,0.028171991032604
0.095,-0.232258064516129,0.028171991032604
0.0916666666666667,-0.232258064516129,0.028171991032604
